S.no,Financial Year,State Name,District Name,Enrolled ,Assessed 
798,2020-21,Maharashtra,Yavatmal,1800,1620
799,2020-21,Manipur,Chandel,0,0
800,2020-21,Manipur,Imphal West,1800,1800
801,2020-21,Manipur,Senapati,1740,1740
802,2020-21,Manipur,Thoubal,1787,1776
803,2020-21,Meghalaya,East Khasi Hills,0,0
804,2020-21,Mizoram,Mamit,0,0
805,2020-21,Nagaland,Dimapur,1800,1757
806,2020-21,Nagaland,Kiphire,0,0
807,2020-21,Odisha,Anugul,1720,1720
808,2020-21,Odisha,Balangir,1420,1416
809,2020-21,Odisha,Baleshwar,1700,1700
810,2020-21,Odisha,Bargarh,0,0
811,2020-21,Odisha,Bhadrak,1800,1800
812,2020-21,Odisha,Khordha,1800,1800
813,2020-21,Odisha,Boudh,0,0
814,2020-21,Odisha,Cuttack,1460,1460
815,2020-21,Odisha,Deogarh,1400,1400
816,2020-21,Odisha,Dhenkanal,1400,1381
817,2020-21,Odisha,Gajapati,0,0
818,2020-21,Odisha,Ganjam,0,0
819,2020-21,Odisha,Jagatsinghapur,1400,1400
820,2020-21,Odisha,Jajapur,1340,1340
821,2020-21,Odisha,Kalahandi,0,0
822,2020-21,Odisha,Kandhamal,0,0
823,2020-21,Odisha,Kendrapara,0,0
824,2020-21,Odisha,Kendujhar,1800,1800
825,2020-21,Odisha,Koraput,1800,1800
826,2020-21,Odisha,Malkangiri,0,0
827,2020-21,Odisha,Mayurbhanj,0,0
828,2020-21,Odisha,Nabarangpur,0,0
829,2020-21,Odisha,Nayagarh,0,0
830,2020-21,Odisha,Nuapada,1800,1800
831,2020-21,Odisha,Puri,1800,1800
832,2020-21,Odisha,Rayagada,0,0
833,2020-21,Odisha,Sundargarh,1380,1325
834,2020-21,Odisha,Sambalpur,0,0
835,2020-21,Odisha,Sonepur,1800,1800
836,2020-21,Punjab,Ludhiana,807,807
837,2020-21,Punjab,S.A.S Nagar,800,800
838,2020-21,Rajasthan,Ajmer,833,788
839,2020-21,Rajasthan,Barmer,0,0
840,2020-21,Rajasthan,Bikaner,1780,1766
841,2020-21,Rajasthan,Jaipur,1680,1678
842,2020-21,Rajasthan,Jaisalmer,0,0
843,2020-21,Rajasthan,Jhalawar,1740,1740
844,2020-21,Rajasthan,Kota,1660,1639
845,2020-21,Rajasthan,Sikar,1800,1799
846,2020-21,Tamil Nadu,Coimbatore,0,0
847,2020-21,Tamil Nadu,Kanchipuram,1372,1372
848,2020-21,Tamil Nadu,Madurai,1140,1140
849,2020-21,Tamil Nadu,Nagapattinam,1800,1800
850,2020-21,Tamil Nadu,Namakkal,1800,1800
851,2020-21,Tamil Nadu,Sivaganga,1575,1575
852,2020-21,Tamil Nadu,Thiruvarur,1800,1800
853,2020-21,Tamil Nadu,Tiruchirappalli,1400,1400
854,2020-21,Tamil Nadu,Virudhunagar,840,840
855,2020-21,Telangana,Adilabad,1660,1658
856,2020-21,Telangana,Hyderabad,700,700
857,2020-21,Telangana,Khammam,1820,1820
858,2020-21,Telangana,Mahabubnagar,1520,1520
859,2020-21,Telangana,Nalgonda,0,0
860,2020-21,Telangana,Ranga Reddy,997,997
861,2020-21,Telangana,Hanumakonda,1800,1800
862,2020-21,Tripura,West Tripura,1101,1100
863,2020-21,Tripura,Dhalai,0,0
864,2020-21,Uttar Pradesh,Agra,1800,1799
865,2020-21,Uttar Pradesh,Aligarh,1800,1779
866,2020-21,Uttar Pradesh,Prayagraj,1760,1758
867,2020-21,Uttar Pradesh,Prayagraj,1800,1800
868,2020-21,Uttar Pradesh,Ambedkar Nagar,1800,1799
869,2020-21,Uttar Pradesh,Amethi,1440,1440
870,2020-21,Uttar Pradesh,Azamgarh,1800,1800
871,2020-21,Uttar Pradesh,Bahraich,1700,1695
872,2020-21,Uttar Pradesh,Ballia,1760,1760
873,2020-21,Uttar Pradesh,Banda,1800,1800
874,2020-21,Uttar Pradesh,Barabanki,1800,1800
875,2020-21,Uttar Pradesh,Bareilly,1775,1775
876,2020-21,Uttar Pradesh,Basti,1800,1800
877,2020-21,Uttar Pradesh,Bhadohi,1800,1800
878,2020-21,Uttar Pradesh,Chandauli,1800,1789
879,2020-21,Uttar Pradesh,Chitrakoot,1800,1798
880,2020-21,Uttar Pradesh,Deoria,1800,1800
881,2020-21,Uttar Pradesh,Etawah,1800,1800
882,2020-21,Uttar Pradesh,Ayodhya,1417,1417
883,2020-21,Uttar Pradesh,Farrukhabad,1500,1500
884,2020-21,Uttar Pradesh,Fatehpur,460,460
885,2020-21,Uttar Pradesh,Firozabad,1800,1800
886,2020-21,Uttar Pradesh,Gautam Buddha Nagar,1480,1480
887,2020-21,Uttar Pradesh,Ghaziabad,0,0
888,2020-21,Uttar Pradesh,Gonda,1656,1656
889,2020-21,Uttar Pradesh,Gorakhpur,1680,1680
890,2020-21,Uttar Pradesh,Hardoi,1460,1460
891,2020-21,Uttar Pradesh,Jalaun,1500,1500
892,2020-21,Uttar Pradesh,Jaunpur,1800,1800
893,2020-21,Uttar Pradesh,Amroha,0,0
894,2020-21,Uttar Pradesh,Kanpur Nagar,1430,1428
895,2020-21,Uttar Pradesh,Kanpur Dehat,1800,1800
896,2020-21,Uttar Pradesh,Kaushambi,460,460
897,2020-21,Uttar Pradesh,Kheri,0,0
898,2020-21,Uttar Pradesh,Lucknow,1700,1699
899,2020-21,Uttar Pradesh,Lucknow,1700,1698
900,2020-21,Uttar Pradesh,Mau,1798,1798
901,2020-21,Uttar Pradesh,Mirzapur,1600,1588
902,2020-21,Uttar Pradesh,Pilibhit,1800,1778
903,2020-21,Uttar Pradesh,Pratapgarh,1800,1800
904,2020-21,Uttar Pradesh,Rae Bareli,1799,1799
905,2020-21,Uttar Pradesh,Saharanpur,1800,1800
906,2020-21,Uttar Pradesh,Shahjahanpur,1000,1000
907,2020-21,Uttar Pradesh,Shravasti,1800,1800
908,2020-21,Uttar Pradesh,Siddharth Nagar,1440,1440
909,2020-21,Uttar Pradesh,Sitapur,0,0
910,2020-21,Uttar Pradesh,Sonbhadra,1800,1800
911,2020-21,Uttar Pradesh,Sultanpur,1660,1660
912,2020-21,Uttar Pradesh,Unnao,1800,1800
913,2020-21,Uttar Pradesh,Varanasi,1800,1791
914,2020-21,Uttar Pradesh,Varanasi,1760,1760
915,2020-21,Uttarakhand,Almora,1320,1320
916,2020-21,Uttarakhand,Bageshwar,1400,1400
917,2020-21,Uttarakhand,Nainital,1280,1280
918,2020-21,Uttarakhand,Chamoli,1800,1800
919,2020-21,Uttarakhand,Dehradun,1580,1580
920,2020-21,Uttarakhand,Pithoragarh,0,0
921,2020-21,Uttarakhand,Tehri Garhwal,1420,1420
922,2020-21,Uttarakhand,Uttar Kashi,0,0
923,2020-21,West Bengal,Bankura,1297,1297
924,2020-21,West Bengal,Howrah,1378,1378
925,2020-21,West Bengal,Jalpaiguri,1574,1554
926,2020-21,West Bengal,24 Paraganas South,974,962
927,2020-21,West Bengal,24 Paraganas North,1240,1221
928,2020-21,West Bengal,Medinipur West,1133,1133
929,2020-21,West Bengal,Medinipur East,1340,1340
930,2020-21,West Bengal,Purulia,1420,1420
931,2021-22,Andaman and Nicobar,South Andamans,900,860
932,2021-22,Andhra Pradesh,Anantapur,1800,1800
933,2021-22,Andhra Pradesh,Guntur,1800,1800
934,2021-22,Andhra Pradesh,Prakasam,1800,1773
935,2021-22,Andhra Pradesh,Chittoor,1800,1780
936,2021-22,Andhra Pradesh,Krishna,1799,1799
937,2021-22,Andhra Pradesh,Visakhapatanam,1800,1800
938,2021-22,Andhra Pradesh,Vizianagaram,900,880
939,2021-22,Arunachal Pradesh,Papum Pare,0,0
940,2021-22,Assam,Darrang,1800,1799
941,2021-22,Assam,Dhubri,865,0
942,2021-22,Assam,Jorhat,1800,1798
943,2021-22,Assam,Kamrup,1800,1800
944,2021-22,Assam,Nagaon,1799,1799
945,2021-22,Assam,Cachar,1800,1800
946,2021-22,Bihar,Araria,900,900
947,2021-22,Bihar,Arwal,1791,1789
948,2021-22,Bihar,Aurangabad,1800,1800
949,2021-22,Bihar,Banka,900,480
950,2021-22,Bihar,Begusarai,844,0
951,2021-22,Bihar,Buxar,1800,1800
952,2021-22,Bihar,Purbi Champaran,1800,1800
953,2021-22,Bihar,Gaya,1794,1794
954,2021-22,Bihar,Gopalganj,900,900
955,2021-22,Bihar,Jamui,900,880
956,2021-22,Bihar,Kishanganj,1800,1800
957,2021-22,Bihar,Madhubani,900,900
958,2021-22,Bihar,Munger,0,0
959,2021-22,Bihar,Muzaffarpur,1800,1800
960,2021-22,Bihar,Nalanda,1462,498
961,2021-22,Bihar,Nawada,895,895
962,2021-22,Bihar,Patna,1770,1770
963,2021-22,Bihar,Samastipur,1797,1791
964,2021-22,Bihar,Saran,1794,1794
965,2021-22,Bihar,Sitamarhi,900,899
966,2021-22,Bihar,Vaishali,1800,1800
967,2021-22,Bihar,Pashchim Champaran,900,900
968,2021-22,Chandigarh,Chandigarh,1600,1600
969,2021-22,Chhattisgarh,Bastar,1794,1794
970,2021-22,Chhattisgarh,Bijapur,878,60
971,2021-22,Chhattisgarh,Bilaspur,1775,1775
972,2021-22,Chhattisgarh,Dantewada,880,723
973,2021-22,Chhattisgarh,Kanker,900,759
974,2021-22,Chhattisgarh,Kondagaon,900,900
975,2021-22,Chhattisgarh,Korba,1800,1794
976,2021-22,Chhattisgarh,Korea,1800,1800
977,2021-22,Chhattisgarh,Mahasamund,900,894
978,2021-22,Chhattisgarh,Narayanpur,900,200
979,2021-22,Chhattisgarh,Raipur,1800,1799
980,2021-22,Chhattisgarh,Rajnandgaon,1800,1799
981,2021-22,Chhattisgarh,Sukma,591,180
982,2021-22,Chhattisgarh,Surguja,1800,1799
983,2021-22,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1559,1559
984,2021-22,Dadra And Nagar Haveli And Daman And Diu,Diu,900,540
985,2021-22,Delhi,North West,1840,1816
986,2021-22,Delhi,West,1800,1800
987,2021-22,Delhi,West,1800,1797
988,2021-22,Goa,South Goa,1740,1740
989,2021-22,Gujarat,Ahmadabad,1560,1560
990,2021-22,Gujarat,Banas Kantha,1549,1549
991,2021-22,Gujarat,Bharuch,1800,1760
992,2021-22,Gujarat,Gandhinagar,1800,1800
993,2021-22,Gujarat,Kachchh,1800,1800
994,2021-22,Gujarat,Mahesana,1800,1800
995,2021-22,Gujarat,Patan,1800,1380
996,2021-22,Gujarat,Sabar Kantha,1799,1799
997,2021-22,Gujarat,Surat,1800,1800
998,2021-22,Gujarat,Vadodara,1720,1720
999,2021-22,Gujarat,Valsad,1800,1780
1000,2021-22,Haryana,Gurugram,1797,1797
1001,2021-22,Haryana,Panipat,1792,1792
1002,2021-22,Haryana,Rohtak,1952,1952
1003,2021-22,Haryana,Sirsa,1600,1424
1004,2021-22,Haryana,Sonipat,1798,1797
1005,2021-22,Himachal Pradesh,Bilaspur,900,900
1006,2021-22,Himachal Pradesh,Chamba,200,100
1007,2021-22,Himachal Pradesh,Hamirpur,900,560
1008,2021-22,Himachal Pradesh,Kangra,886,686
1009,2021-22,Himachal Pradesh,Kullu,900,900
1010,2021-22,Himachal Pradesh,Lahul And Spiti,1508,1162
1011,2021-22,Himachal Pradesh,Mandi,820,820
1012,2021-22,Himachal Pradesh,Shimla,900,660
1013,2021-22,Himachal Pradesh,Sirmaur,900,660
1014,2021-22,Himachal Pradesh,Solan,900,200
1015,2021-22,Himachal Pradesh,Una,900,320
1016,2021-22,Jammu And Kashmir,Baramulla,0,0
1017,2021-22,Jammu And Kashmir,Jammu,954,198
1018,2021-22,Jammu And Kashmir,Kupwara,1442,1387
1019,2021-22,Jharkhand,Bokaro,1800,1800
1020,2021-22,Jharkhand,Dumka,180,180
1021,2021-22,Jharkhand,Garhwa,100,100
1022,2021-22,Jharkhand,Giridih,0,0
1023,2021-22,Jharkhand,Gumla,420,420
1024,2021-22,Jharkhand,Hazaribagh,1800,1799
1025,2021-22,Jharkhand,Khunti,200,200
1026,2021-22,Jharkhand,Latehar,900,900
1027,2021-22,Jharkhand,Pakur,900,900
1028,2021-22,Jharkhand,Palamu,900,860
1029,2021-22,Jharkhand,Ramgarh,900,900
1030,2021-22,Jharkhand,Ranchi,1379,1379
1031,2021-22,Jharkhand,Simdega,486,412
1032,2021-22,Karnataka,Bagalkote,1792,1792
1033,2021-22,Karnataka,Bengaluru Urban,1680,1680
1034,2021-22,Karnataka,Bidar,900,900
1035,2021-22,Karnataka,Chitradurga,900,620
1036,2021-22,Karnataka,Davangere,1800,1800
1037,2021-22,Karnataka,Kalaburagi,1800,1800
1038,2021-22,Karnataka,Uttara Kannada,1787,1787
1039,2021-22,Karnataka,Mysuru,1800,1760
1040,2021-22,Karnataka,Raichur,1797,1794
1041,2021-22,Karnataka,Shivamogga,1800,1800
1042,2021-22,Karnataka,Tumakuru,1799,1799
1043,2021-22,Karnataka,Yadgir,900,900
1044,2021-22,Kerala,Ernakulam,1800,1800
1045,2021-22,Kerala,Idukki,1799,1799
1046,2021-22,Kerala,Kollam,1800,1800
1047,2021-22,Kerala,Kottayam,1800,1800
1048,2021-22,Kerala,Malappuram,1800,1800
1049,2021-22,Kerala,Palakkad,1800,1800
1050,2021-22,Kerala,Pathanamthitta,1789,1789
1051,2021-22,Kerala,Thiruvananthapuram,1800,1800
1052,2021-22,Kerala,Thrissur,1760,1740
1053,2021-22,Ladakh,Kargil,0,0
1054,2021-22,Ladakh,Leh Ladakh,0,0
1055,2021-22,Lakshadweep,Lakshadweep District,0,0
1056,2021-22,Madhya Pradesh,Bhind,1799,1779
1057,2021-22,Madhya Pradesh,Bhopal,1799,1796
1058,2021-22,Madhya Pradesh,Bhopal,0,0
1059,2021-22,Madhya Pradesh,Chhatarpur,1800,1793
1060,2021-22,Madhya Pradesh,Damoh,1800,1800
1061,2021-22,Madhya Pradesh,Datia,1799,1783
1062,2021-22,Madhya Pradesh,Dewas,1800,1800
1063,2021-22,Madhya Pradesh,Dhar,1800,1780
1064,2021-22,Madhya Pradesh,Dindori,1800,1180
1065,2021-22,Madhya Pradesh,Guna,1680,1240
1066,2021-22,Madhya Pradesh,Gwalior,1794,1791
1067,2021-22,Madhya Pradesh,Hoshangabad,2000,1914
1068,2021-22,Madhya Pradesh,Indore,1763,1741
1069,2021-22,Madhya Pradesh,Katni,1800,1795
1070,2021-22,Madhya Pradesh,East Nimar,1800,1800
1071,2021-22,Madhya Pradesh,Mandla,1800,1798
1072,2021-22,Madhya Pradesh,Morena,1800,1796
1073,2021-22,Madhya Pradesh,Narsinghpur,1800,1798
1074,2021-22,Madhya Pradesh,Raisen,1800,1800
1075,2021-22,Madhya Pradesh,Ratlam,1800,1800
1076,2021-22,Madhya Pradesh,Rewa,1798,1798
1077,2021-22,Madhya Pradesh,Sagar,1800,1800
1078,2021-22,Madhya Pradesh,Satna,1800,1800
1079,2021-22,Madhya Pradesh,Sehore,1800,1800
1080,2021-22,Madhya Pradesh,Shajapur,1800,1792
1081,2021-22,Madhya Pradesh,Sheopur,1800,1800
1082,2021-22,Madhya Pradesh,Sidhi,1798,1798
1083,2021-22,Madhya Pradesh,Tikamgarh,1800,1800
1084,2021-22,Madhya Pradesh,Ujjain,1800,1800
1085,2021-22,Madhya Pradesh,Umaria,1800,1796
1086,2021-22,Maharashtra,Ahmednagar,1782,1779
1087,2021-22,Maharashtra,Akola,1776,1774
1088,2021-22,Maharashtra,Aurangabad,1795,1795
1089,2021-22,Maharashtra,Beed,1797,1797
1090,2021-22,Maharashtra,Buldhana,1797,1717
1091,2021-22,Maharashtra,Chandrapur,1800,1800
1092,2021-22,Maharashtra,Chandrapur,1800,1800
1093,2021-22,Maharashtra,Mumbai,1800,1800
1094,2021-22,Maharashtra,Dhule,1800,1800
1095,2021-22,Maharashtra,Gadchiroli,900,840
1096,2021-22,Maharashtra,Gondia,1800,1800
1097,2021-22,Maharashtra,Jalgaon,1800,1800
1098,2021-22,Maharashtra,Latur,1800,1800
1099,2021-22,Maharashtra,Nandurbar,1800,1800
1100,2021-22,Maharashtra,Nandurbar,1773,1772
1101,2021-22,Maharashtra,Nashik,1791,1791
1102,2021-22,Maharashtra,Pune,1747,1747
1103,2021-22,Maharashtra,Raigad,1800,1800
1104,2021-22,Maharashtra,Ratnagiri,0,0
1105,2021-22,Maharashtra,Sindhudurg,1800,1760
1106,2021-22,Maharashtra,Washim,1732,363
1107,2021-22,Maharashtra,Mumbai,1795,1795
1108,2021-22,Maharashtra,Yavatmal,1797,1717
1109,2021-22,Manipur,Chandel,900,900
1110,2021-22,Manipur,Imphal West,1807,1647
1111,2021-22,Manipur,Senapati,1800,1779
1112,2021-22,Manipur,Thoubal,1799,1799
1113,2021-22,Meghalaya,East Khasi Hills,0,0
1114,2021-22,Mizoram,Mamit,900,840
1115,2021-22,Nagaland,Dimapur,1800,1778
1116,2021-22,Nagaland,Kiphire,25,0
1117,2021-22,Odisha,Anugul,1800,1740
1118,2021-22,Odisha,Balangir,1800,1795
1119,2021-22,Odisha,Baleshwar,1800,1780
1120,2021-22,Odisha,Bargarh,900,800
1121,2021-22,Odisha,Bhadrak,1800,1800
1122,2021-22,Odisha,Khordha,1800,1800
1123,2021-22,Odisha,Boudh,900,900
1124,2021-22,Odisha,Cuttack,1799,1799
1125,2021-22,Odisha,Deogarh,1799,1799
1126,2021-22,Odisha,Dhenkanal,1800,1800
1127,2021-22,Odisha,Gajapati,900,900
1128,2021-22,Odisha,Ganjam,900,900
1129,2021-22,Odisha,Jagatsinghapur,1800,1800
1130,2021-22,Odisha,Jajapur,1800,1800
1131,2021-22,Odisha,Kalahandi,900,900
1132,2021-22,Odisha,Kandhamal,900,900
1133,2021-22,Odisha,Kendrapara,900,900
1134,2021-22,Odisha,Kendujhar,1782,1782
1135,2021-22,Odisha,Koraput,1800,1800
1136,2021-22,Odisha,Malkangiri,900,100
1137,2021-22,Odisha,Mayurbhanj,160,117
1138,2021-22,Odisha,Nabarangpur,900,420
1139,2021-22,Odisha,Nayagarh,900,900
1140,2021-22,Odisha,Nuapada,1799,1799
1141,2021-22,Odisha,Puri,1800,1800
1142,2021-22,Odisha,Rayagada,898,898
1143,2021-22,Odisha,Sundargarh,1800,1796
1144,2021-22,Odisha,Sambalpur,1800,1380
1145,2021-22,Odisha,Sonepur,1800,1800
1146,2021-22,Punjab,Ludhiana,1789,1789
1147,2021-22,Punjab,S.A.S Nagar,1778,1778
1148,2021-22,Rajasthan,Ajmer,1652,1652
1149,2021-22,Rajasthan,Barmer,900,900
1150,2021-22,Rajasthan,Bikaner,1800,1799
1151,2021-22,Rajasthan,Jaipur,1792,1792
1152,2021-22,Rajasthan,Jaisalmer,900,900
1153,2021-22,Rajasthan,Jhalawar,1800,1800
1154,2021-22,Rajasthan,Kota,1799,1754
1155,2021-22,Rajasthan,Sikar,1800,1800
1156,2021-22,Tamil Nadu,Coimbatore,0,0
1157,2021-22,Tamil Nadu,Kanchipuram,1781,1781
1158,2021-22,Tamil Nadu,Madurai,1800,1798
1159,2021-22,Tamil Nadu,Nagapattinam,1800,1760
1160,2021-22,Tamil Nadu,Namakkal,1800,1798
1161,2021-22,Tamil Nadu,Sivaganga,1682,1630
1162,2021-22,Tamil Nadu,Thiruvarur,1800,1800
1163,2021-22,Tamil Nadu,Tiruchirappalli,1800,1800
1164,2021-22,Tamil Nadu,Virudhunagar,1595,1582
1165,2021-22,Telangana,Adilabad,1800,1800
1166,2021-22,Telangana,Hyderabad,1400,1400
1167,2021-22,Telangana,Khammam,1800,1800
1168,2021-22,Telangana,Mahabubnagar,1800,1800
1169,2021-22,Telangana,Nalgonda,0,0
1170,2021-22,Telangana,Ranga Reddy,1800,1800
1171,2021-22,Telangana,Hanumakonda,1798,1779
1172,2021-22,Tripura,West Tripura,1710,1710
1173,2021-22,Tripura,Dhalai,900,900
1174,2021-22,Uttar Pradesh,Agra,1800,1800
1175,2021-22,Uttar Pradesh,Aligarh,1800,1780
1176,2021-22,Uttar Pradesh,Prayagraj,1793,1793
1177,2021-22,Uttar Pradesh,Prayagraj,1800,1800
1178,2021-22,Uttar Pradesh,Ambedkar Nagar,1800,1798
1179,2021-22,Uttar Pradesh,Amethi,1800,1800
1180,2021-22,Uttar Pradesh,Azamgarh,1800,1800
1181,2021-22,Uttar Pradesh,Bahraich,1800,1797
1182,2021-22,Uttar Pradesh,Ballia,1800,1800
1183,2021-22,Uttar Pradesh,Banda,1799,1799
1184,2021-22,Uttar Pradesh,Barabanki,1800,1800
1185,2021-22,Uttar Pradesh,Bareilly,1790,1790
1186,2021-22,Uttar Pradesh,Basti,1799,1798
1187,2021-22,Uttar Pradesh,Bhadohi,1800,1800
1188,2021-22,Uttar Pradesh,Chandauli,1800,1787
1189,2021-22,Uttar Pradesh,Chitrakoot,1800,1799
1190,2021-22,Uttar Pradesh,Deoria,1800,1800
1191,2021-22,Uttar Pradesh,Etawah,1800,1800
1192,2021-22,Uttar Pradesh,Ayodhya,1735,1735
1193,2021-22,Uttar Pradesh,Farrukhabad,1798,1798
1194,2021-22,Uttar Pradesh,Fatehpur,1800,1800
1195,2021-22,Uttar Pradesh,Firozabad,1800,1800
1196,2021-22,Uttar Pradesh,Gautam Buddha Nagar,1800,1760
1197,2021-22,Uttar Pradesh,Ghaziabad,1800,1792
1198,2021-22,Uttar Pradesh,Gonda,1800,1800
1199,2021-22,Uttar Pradesh,Gorakhpur,1800,1800
1200,2021-22,Uttar Pradesh,Hardoi,1800,1800
1201,2021-22,Uttar Pradesh,Jalaun,1800,1800
1202,2021-22,Uttar Pradesh,Jaunpur,1800,1795
1203,2021-22,Uttar Pradesh,Amroha,0,0
1204,2021-22,Uttar Pradesh,Kanpur Nagar,1768,1508
1205,2021-22,Uttar Pradesh,Kanpur Dehat,1799,1739
1206,2021-22,Uttar Pradesh,Kaushambi,1800,1800
1207,2021-22,Uttar Pradesh,Kheri,1800,1800
1208,2021-22,Uttar Pradesh,Lucknow,1800,1800
1209,2021-22,Uttar Pradesh,Lucknow,1799,1797
1210,2021-22,Uttar Pradesh,Mau,1790,1790
1211,2021-22,Uttar Pradesh,Mirzapur,1794,1794
1212,2021-22,Uttar Pradesh,Pilibhit,1799,1799
1213,2021-22,Uttar Pradesh,Pratapgarh,1800,1800
1214,2021-22,Uttar Pradesh,Rae Bareli,1799,1799
1215,2021-22,Uttar Pradesh,Saharanpur,1800,1800
1216,2021-22,Uttar Pradesh,Shahjahanpur,1780,1780
1217,2021-22,Uttar Pradesh,Shravasti,1800,1800
1218,2021-22,Uttar Pradesh,Siddharth Nagar,1797,1797
1219,2021-22,Uttar Pradesh,Sitapur,620,620
1220,2021-22,Uttar Pradesh,Sonbhadra,1800,1800
1221,2021-22,Uttar Pradesh,Sultanpur,1798,1798
1222,2021-22,Uttar Pradesh,Unnao,1800,1780
1223,2021-22,Uttar Pradesh,Varanasi,1800,1800
1224,2021-22,Uttar Pradesh,Varanasi,1799,1799
1225,2021-22,Uttarakhand,Almora,1768,1768
1226,2021-22,Uttarakhand,Bageshwar,1791,1791
1227,2021-22,Uttarakhand,Nainital,1800,1800
1228,2021-22,Uttarakhand,Chamoli,1794,1417
1229,2021-22,Uttarakhand,Dehradun,1800,1800
1230,2021-22,Uttarakhand,Pithoragarh,900,665
1231,2021-22,Uttarakhand,Tehri Garhwal,1800,1800
1232,2021-22,Uttarakhand,Uttar Kashi,900,380
1233,2021-22,West Bengal,Bankura,1795,1773
1234,2021-22,West Bengal,Howrah,1790,1790
1235,2021-22,West Bengal,Jalpaiguri,1787,1787
1236,2021-22,West Bengal,24 Paraganas South,1733,1733
1237,2021-22,West Bengal,24 Paraganas North,1800,1779
1238,2021-22,West Bengal,Medinipur West,1377,1357
1239,2021-22,West Bengal,Medinipur East,1786,1783
1240,2021-22,West Bengal,Purulia,1800,1800
