S.no,Financial Year,State Name,District Name,Enrolled ,Assessed 
1,2018-19,Andaman and Nicobar,South Andamans,0,0
2,2018-19,Andhra Pradesh,Anantapur,800,800
3,2018-19,Andhra Pradesh,Guntur,815,773
4,2018-19,Andhra Pradesh,Prakasam,807,807
5,2018-19,Andhra Pradesh,Chittoor,740,740
6,2018-19,Andhra Pradesh,Krishna,800,795
7,2018-19,Andhra Pradesh,Visakhapatanam,800,800
8,2018-19,Andhra Pradesh,Vizianagaram,0,0
9,2018-19,Arunachal Pradesh,Papum Pare,156,156
10,2018-19,Assam,Darrang,680,680
11,2018-19,Assam,Dhubri,0,0
12,2018-19,Assam,Jorhat,613,557
13,2018-19,Assam,Kamrup,752,752
14,2018-19,Assam,Nagaon,980,980
15,2018-19,Assam,Cachar,898,840
16,2018-19,Bihar,Araria,0,0
17,2018-19,Bihar,Arwal,823,818
18,2018-19,Bihar,Aurangabad,798,798
19,2018-19,Bihar,Banka,0,0
20,2018-19,Bihar,Begusarai,0,0
21,2018-19,Bihar,Buxar,600,600
22,2018-19,Bihar,Purbi Champaran,820,820
23,2018-19,Bihar,Gaya,650,538
24,2018-19,Bihar,Gopalganj,0,0
25,2018-19,Bihar,Jamui,0,0
26,2018-19,Bihar,Kishanganj,820,820
27,2018-19,Bihar,Madhubani,0,0
28,2018-19,Bihar,Munger,792,786
29,2018-19,Bihar,Muzaffarpur,800,800
30,2018-19,Bihar,Nalanda,410,0
31,2018-19,Bihar,Nawada,0,0
32,2018-19,Bihar,Patna,534,100
33,2018-19,Bihar,Samastipur,920,914
34,2018-19,Bihar,Saran,800,800
35,2018-19,Bihar,Sitamarhi,0,0
36,2018-19,Bihar,Vaishali,800,800
37,2018-19,Bihar,Pashchim Champaran,0,0
38,2018-19,Chandigarh,Chandigarh,718,718
39,2018-19,Chhattisgarh,Bastar,740,740
40,2018-19,Chhattisgarh,Bijapur,0,0
41,2018-19,Chhattisgarh,Bilaspur,800,800
42,2018-19,Chhattisgarh,Dantewada,0,0
43,2018-19,Chhattisgarh,Kanker,0,0
44,2018-19,Chhattisgarh,Kondagaon,0,0
45,2018-19,Chhattisgarh,Korba,800,770
46,2018-19,Chhattisgarh,Korea,720,720
47,2018-19,Chhattisgarh,Mahasamund,0,0
48,2018-19,Chhattisgarh,Narayanpur,0,0
49,2018-19,Chhattisgarh,Raipur,672,672
50,2018-19,Chhattisgarh,Rajnandgaon,380,372
51,2018-19,Chhattisgarh,Sukma,0,0
52,2018-19,Chhattisgarh,Surguja,680,680
53,2018-19,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,534,534
54,2018-19,Dadra And Nagar Haveli And Daman And Diu,Diu,0,0
55,2018-19,Delhi,North West,859,805
56,2018-19,Delhi,West,858,793
57,2018-19,Delhi,West,801,781
58,2018-19,Goa,South Goa,602,588
59,2018-19,Gujarat,Ahmadabad,0,0
60,2018-19,Gujarat,Banas Kantha,760,760
61,2018-19,Gujarat,Bharuch,800,800
62,2018-19,Gujarat,Gandhinagar,760,760
63,2018-19,Gujarat,Kachchh,824,824
64,2018-19,Gujarat,Mahesana,805,805
65,2018-19,Gujarat,Patan,740,740
66,2018-19,Gujarat,Sabar Kantha,700,700
67,2018-19,Gujarat,Surat,800,800
68,2018-19,Gujarat,Vadodara,938,938
69,2018-19,Gujarat,Valsad,599,578
70,2018-19,Haryana,Gurugram,800,794
71,2018-19,Haryana,Panipat,795,795
72,2018-19,Haryana,Rohtak,745,745
73,2018-19,Haryana,Sirsa,975,890
74,2018-19,Haryana,Sonipat,740,734
75,2018-19,Himachal Pradesh,Bilaspur,0,0
76,2018-19,Himachal Pradesh,Chamba,0,0
77,2018-19,Himachal Pradesh,Hamirpur,0,0
78,2018-19,Himachal Pradesh,Kangra,0,0
79,2018-19,Himachal Pradesh,Kullu,0,0
80,2018-19,Himachal Pradesh,Lahul And Spiti,703,639
81,2018-19,Himachal Pradesh,Mandi,0,0
82,2018-19,Himachal Pradesh,Shimla,0,0
83,2018-19,Himachal Pradesh,Sirmaur,0,0
84,2018-19,Himachal Pradesh,Solan,0,0
85,2018-19,Himachal Pradesh,Una,0,0
86,2018-19,Jammu And Kashmir,Baramulla,0,0
87,2018-19,Jammu And Kashmir,Jammu,791,791
88,2018-19,Jammu And Kashmir,Kupwara,486,148
89,2018-19,Jharkhand,Bokaro,812,793
90,2018-19,Jharkhand,Dumka,0,0
91,2018-19,Jharkhand,Garhwa,0,0
92,2018-19,Jharkhand,Giridih,0,0
93,2018-19,Jharkhand,Gumla,0,0
94,2018-19,Jharkhand,Hazaribagh,835,835
95,2018-19,Jharkhand,Khunti,0,0
96,2018-19,Jharkhand,Latehar,0,0
97,2018-19,Jharkhand,Pakur,0,0
98,2018-19,Jharkhand,Palamu,0,0
99,2018-19,Jharkhand,Ramgarh,0,0
100,2018-19,Jharkhand,Ranchi,822,641
101,2018-19,Jharkhand,Simdega,0,0
102,2018-19,Karnataka,Bagalkote,769,769
103,2018-19,Karnataka,Bengaluru Urban,0,0
104,2018-19,Karnataka,Bidar,0,0
105,2018-19,Karnataka,Chitradurga,0,0
106,2018-19,Karnataka,Davangere,800,800
107,2018-19,Karnataka,Kalaburagi,785,775
108,2018-19,Karnataka,Uttara Kannada,775,775
109,2018-19,Karnataka,Mysuru,755,755
110,2018-19,Karnataka,Raichur,745,745
111,2018-19,Karnataka,Shivamogga,800,800
112,2018-19,Karnataka,Tumakuru,782,782
113,2018-19,Karnataka,Yadgir,0,0
114,2018-19,Kerala,Ernakulam,640,640
115,2018-19,Kerala,Idukki,793,793
116,2018-19,Kerala,Kollam,720,720
117,2018-19,Kerala,Kottayam,810,810
118,2018-19,Kerala,Malappuram,580,579
119,2018-19,Kerala,Palakkad,705,689
120,2018-19,Kerala,Pathanamthitta,670,670
121,2018-19,Kerala,Thiruvananthapuram,735,735
122,2018-19,Kerala,Thrissur,689,689
123,2018-19,Ladakh,Kargil,0,0
124,2018-19,Ladakh,Leh Ladakh,0,0
125,2018-19,Lakshadweep,Lakshadweep District,0,0
126,2018-19,Madhya Pradesh,Bhind,800,800
127,2018-19,Madhya Pradesh,Bhopal,816,791
128,2018-19,Madhya Pradesh,Bhopal,660,658
129,2018-19,Madhya Pradesh,Chhatarpur,700,683
130,2018-19,Madhya Pradesh,Damoh,745,734
131,2018-19,Madhya Pradesh,Datia,667,651
132,2018-19,Madhya Pradesh,Dewas,718,718
133,2018-19,Madhya Pradesh,Dhar,800,20
134,2018-19,Madhya Pradesh,Dindori,680,676
135,2018-19,Madhya Pradesh,Guna,800,786
136,2018-19,Madhya Pradesh,Gwalior,700,699
137,2018-19,Madhya Pradesh,Hoshangabad,0,0
138,2018-19,Madhya Pradesh,Indore,839,835
139,2018-19,Madhya Pradesh,Katni,660,660
140,2018-19,Madhya Pradesh,East Nimar,700,690
141,2018-19,Madhya Pradesh,Mandla,800,796
142,2018-19,Madhya Pradesh,Morena,780,776
143,2018-19,Madhya Pradesh,Narsinghpur,0,0
144,2018-19,Madhya Pradesh,Raisen,800,800
145,2018-19,Madhya Pradesh,Ratlam,800,800
146,2018-19,Madhya Pradesh,Rewa,699,699
147,2018-19,Madhya Pradesh,Sagar,760,760
148,2018-19,Madhya Pradesh,Satna,780,765
149,2018-19,Madhya Pradesh,Sehore,807,802
150,2018-19,Madhya Pradesh,Shajapur,720,720
151,2018-19,Madhya Pradesh,Sheopur,652,645
152,2018-19,Madhya Pradesh,Sidhi,642,640
153,2018-19,Madhya Pradesh,Tikamgarh,760,758
154,2018-19,Madhya Pradesh,Ujjain,780,777
155,2018-19,Madhya Pradesh,Umaria,614,610
156,2018-19,Maharashtra,Ahmednagar,1011,1011
157,2018-19,Maharashtra,Akola,498,471
158,2018-19,Maharashtra,Aurangabad,800,713
159,2018-19,Maharashtra,Beed,718,652
160,2018-19,Maharashtra,Buldhana,709,709
161,2018-19,Maharashtra,Chandrapur,600,0
162,2018-19,Maharashtra,Chandrapur,760,760
163,2018-19,Maharashtra,Mumbai,801,801
164,2018-19,Maharashtra,Dhule,800,795
165,2018-19,Maharashtra,Gadchiroli,0,0
166,2018-19,Maharashtra,Gondia,800,800
167,2018-19,Maharashtra,Jalgaon,645,645
168,2018-19,Maharashtra,Latur,667,667
169,2018-19,Maharashtra,Nandurbar,620,620
170,2018-19,Maharashtra,Nandurbar,614,614
171,2018-19,Maharashtra,Nashik,800,800
172,2018-19,Maharashtra,Pune,1425,1290
173,2018-19,Maharashtra,Raigad,703,703
174,2018-19,Maharashtra,Ratnagiri,0,0
175,2018-19,Maharashtra,Sindhudurg,840,0
176,2018-19,Maharashtra,Washim,800,738
177,2018-19,Maharashtra,Mumbai,640,201
178,2018-19,Maharashtra,Yavatmal,800,703
179,2018-19,Manipur,Chandel,0,0
180,2018-19,Manipur,Imphal West,840,0
181,2018-19,Manipur,Senapati,300,300
182,2018-19,Manipur,Thoubal,797,797
183,2018-19,Meghalaya,East Khasi Hills,0,0
184,2018-19,Mizoram,Mamit,0,0
185,2018-19,Nagaland,Dimapur,660,39
186,2018-19,Nagaland,Kiphire,0,0
187,2018-19,Odisha,Anugul,847,840
188,2018-19,Odisha,Balangir,811,811
189,2018-19,Odisha,Baleshwar,676,676
190,2018-19,Odisha,Bargarh,0,0
191,2018-19,Odisha,Bhadrak,680,680
192,2018-19,Odisha,Khordha,742,739
193,2018-19,Odisha,Boudh,0,0
194,2018-19,Odisha,Cuttack,768,763
195,2018-19,Odisha,Deogarh,760,760
196,2018-19,Odisha,Dhenkanal,772,772
197,2018-19,Odisha,Gajapati,0,0
198,2018-19,Odisha,Ganjam,0,0
199,2018-19,Odisha,Jagatsinghapur,750,739
200,2018-19,Odisha,Jajapur,760,760
201,2018-19,Odisha,Kalahandi,0,0
202,2018-19,Odisha,Kandhamal,0,0
203,2018-19,Odisha,Kendrapara,0,0
204,2018-19,Odisha,Kendujhar,760,760
205,2018-19,Odisha,Koraput,720,720
206,2018-19,Odisha,Malkangiri,0,0
207,2018-19,Odisha,Mayurbhanj,0,0
208,2018-19,Odisha,Nabarangpur,0,0
209,2018-19,Odisha,Nayagarh,0,0
210,2018-19,Odisha,Nuapada,680,680
211,2018-19,Odisha,Puri,789,789
212,2018-19,Odisha,Rayagada,0,0
213,2018-19,Odisha,Sundargarh,722,711
214,2018-19,Odisha,Sambalpur,202,202
215,2018-19,Odisha,Sonepur,801,801
216,2018-19,Punjab,Ludhiana,751,686
217,2018-19,Punjab,S.A.S Nagar,636,636
218,2018-19,Rajasthan,Ajmer,0,0
219,2018-19,Rajasthan,Barmer,0,0
220,2018-19,Rajasthan,Bikaner,818,814
221,2018-19,Rajasthan,Jaipur,801,801
222,2018-19,Rajasthan,Jaisalmer,0,0
223,2018-19,Rajasthan,Jhalawar,802,801
224,2018-19,Rajasthan,Kota,803,767
225,2018-19,Rajasthan,Sikar,778,778
226,2018-19,Tamil Nadu,Coimbatore,0,0
227,2018-19,Tamil Nadu,Kanchipuram,780,560
228,2018-19,Tamil Nadu,Madurai,0,0
229,2018-19,Tamil Nadu,Nagapattinam,691,684
230,2018-19,Tamil Nadu,Namakkal,683,683
231,2018-19,Tamil Nadu,Sivaganga,0,0
232,2018-19,Tamil Nadu,Thiruvarur,620,620
233,2018-19,Tamil Nadu,Tiruchirappalli,820,820
234,2018-19,Tamil Nadu,Virudhunagar,735,735
235,2018-19,Telangana,Adilabad,0,0
236,2018-19,Telangana,Hyderabad,491,491
237,2018-19,Telangana,Khammam,760,760
238,2018-19,Telangana,Mahabubnagar,756,756
239,2018-19,Telangana,Nalgonda,800,40
240,2018-19,Telangana,Ranga Reddy,737,728
241,2018-19,Telangana,Hanumakonda,730,730
242,2018-19,Tripura,West Tripura,646,646
243,2018-19,Tripura,Dhalai,0,0
244,2018-19,Uttar Pradesh,Agra,754,754
245,2018-19,Uttar Pradesh,Aligarh,680,652
246,2018-19,Uttar Pradesh,Prayagraj,723,722
247,2018-19,Uttar Pradesh,Prayagraj,740,740
248,2018-19,Uttar Pradesh,Ambedkar Nagar,690,669
249,2018-19,Uttar Pradesh,Amethi,680,680
250,2018-19,Uttar Pradesh,Azamgarh,600,600
251,2018-19,Uttar Pradesh,Bahraich,800,797
252,2018-19,Uttar Pradesh,Ballia,740,740
253,2018-19,Uttar Pradesh,Banda,780,780
254,2018-19,Uttar Pradesh,Barabanki,756,756
255,2018-19,Uttar Pradesh,Bareilly,796,796
256,2018-19,Uttar Pradesh,Basti,670,649
257,2018-19,Uttar Pradesh,Bhadohi,580,580
258,2018-19,Uttar Pradesh,Chandauli,712,712
259,2018-19,Uttar Pradesh,Chitrakoot,500,483
260,2018-19,Uttar Pradesh,Deoria,790,790
261,2018-19,Uttar Pradesh,Etawah,740,320
262,2018-19,Uttar Pradesh,Ayodhya,637,637
263,2018-19,Uttar Pradesh,Farrukhabad,740,740
264,2018-19,Uttar Pradesh,Fatehpur,0,0
265,2018-19,Uttar Pradesh,Firozabad,635,635
